State Code,State,Case Number,County Code,County,Monthid,Month,Day,Day of Month,Day of Week,Weekday,Year,Hour,Hour Range,Minute,Minute Digit,Latitude,Latitudeid,Longitude,Longitudeid,Light Conditionid,Light Condition,Weatherid,Weather Condition,Number of Deaths
37,North Carolina,370710,159,ROWAN (159),6,June,8,8,3,Tuesday,2021,1,1:00am-1:59am,55,55,35.66590833,35.66590833,-80.49460833,-80.49460833,3,Dark - Lighted,10,Cloudy,1
37,North Carolina,370711,159,ROWAN (159),6,June,19,19,7,Saturday,2021,18,6:00pm-6:59pm,17,17,35.52103333,35.52103333,-80.22455833,-80.22455833,1,Daylight,10,Cloudy,1
37,North Carolina,370712,159,ROWAN (159),6,June,19,19,7,Saturday,2021,14,2:00pm-2:59pm,23,23,35.64801111,35.64801111,-80.49435833,-80.49435833,1,Daylight,1,Clear,1
37,North Carolina,370713,161,RUTHERFORD (161),6,June,10,10,5,Thursday,2021,13,1:00pm-1:59pm,43,43,35.28248889,35.28248889,-81.74529722,-81.74529722,1,Daylight,1,Clear,1
37,North Carolina,370714,163,SAMPSON (163),6,June,1,1,3,Tuesday,2021,10,10:00am-10:59am,33,33,35.2634,35.2634,-78.32747222,-78.32747222,1,Daylight,1,Clear,1
37,North Carolina,370715,163,SAMPSON (163),6,June,4,4,6,Friday,2021,10,10:00am-10:59am,47,47,35.04181944,35.04181944,-78.35950278,-78.35950278,1,Daylight,10,Cloudy,1
37,North Carolina,370716,165,SCOTLAND (165),6,June,13,13,1,Sunday,2021,4,4:00am-4:59am,20,20,34.79623056,34.79623056,-79.61614722,-79.61614722,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370717,167,STANLY (167),6,June,30,30,4,Wednesday,2021,15,3:00pm-3:59pm,24,24,35.187025,35.187025,-80.43493333,-80.43493333,1,Daylight,1,Clear,1
37,North Carolina,370718,169,STOKES (169),6,June,27,27,1,Sunday,2021,20,8:00pm-8:59pm,48,48,36.26894722,36.26894722,-80.08886389,-80.08886389,3,Dark - Lighted,1,Clear,1
37,North Carolina,370719,171,SURRY (171),6,June,13,13,1,Sunday,2021,22,10:00pm-10:59pm,22,22,36.48699444,36.48699444,-80.749275,-80.749275,6,Dark - Unknown Lighting,2,Rain,1
37,North Carolina,370720,171,SURRY (171),6,June,26,26,7,Saturday,2021,12,12:00pm-12:59pm,46,46,36.48806111,36.48806111,-80.72335833,-80.72335833,1,Daylight,1,Clear,1
37,North Carolina,370721,179,UNION (179),6,June,8,8,3,Tuesday,2021,15,3:00pm-3:59pm,14,14,35.14225833,35.14225833,-80.51118056,-80.51118056,1,Daylight,1,Clear,2
37,North Carolina,370723,183,WAKE (183),6,June,6,6,1,Sunday,2021,18,6:00pm-6:59pm,36,36,35.79587778,35.79587778,-78.432025,-78.432025,1,Daylight,1,Clear,1
37,North Carolina,370724,183,WAKE (183),6,June,5,5,7,Saturday,2021,2,2:00am-2:59am,42,42,35.64113611,35.64113611,-78.71188889,-78.71188889,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370725,183,WAKE (183),6,June,24,24,5,Thursday,2021,19,7:00pm-7:59pm,32,32,35.70957778,35.70957778,-78.58875833,-78.58875833,1,Daylight,1,Clear,2
37,North Carolina,370726,183,WAKE (183),6,June,30,30,4,Wednesday,2021,22,10:00pm-10:59pm,17,17,35.81070833,35.81070833,-78.83885,-78.83885,3,Dark - Lighted,1,Clear,1
37,North Carolina,370727,183,WAKE (183),6,June,11,11,6,Friday,2021,23,11:00pm-11:59pm,3,3,35.66622222,35.66622222,-78.86714722,-78.86714722,3,Dark - Lighted,1,Clear,1
37,North Carolina,370728,183,WAKE (183),6,June,23,23,4,Wednesday,2021,21,9:00pm-9:59pm,41,41,35.83677222,35.83677222,-78.60184722,-78.60184722,3,Dark - Lighted,1,Clear,1
37,North Carolina,370729,183,WAKE (183),6,June,17,17,5,Thursday,2021,4,4:00am-4:59am,29,29,35.78462222,35.78462222,-78.57340556,-78.57340556,2,Dark - Not Lighted,10,Cloudy,1
37,North Carolina,370730,187,WASHINGTON (187),6,June,22,22,3,Tuesday,2021,12,12:00pm-12:59pm,15,15,35.91929722,35.91929722,-76.49079722,-76.49079722,1,Daylight,2,Rain,1
37,North Carolina,370731,191,WAYNE (191),6,June,3,3,5,Thursday,2021,7,7:00am-7:59am,51,51,35.42585556,35.42585556,-77.92383333,-77.92383333,1,Daylight,2,Rain,1
37,North Carolina,370732,191,WAYNE (191),6,June,29,29,3,Tuesday,2021,6,6:00am-6:59am,53,53,35.25446389,35.25446389,-78.03915278,-78.03915278,1,Daylight,5,"Fog, Smog, Smoke",1
37,North Carolina,370733,195,WILSON (195),6,June,9,9,4,Wednesday,2021,12,12:00pm-12:59pm,18,18,35.77918333,35.77918333,-77.87661667,-77.87661667,1,Daylight,1,Clear,1
37,North Carolina,370734,195,WILSON (195),6,June,22,22,3,Tuesday,2021,17,5:00pm-5:59pm,10,10,35.68162778,35.68162778,-78.02211667,-78.02211667,1,Daylight,2,Rain,1
37,North Carolina,370735,1,ALAMANCE (1),7,July,3,3,7,Saturday,2021,12,12:00pm-12:59pm,59,59,36.08780833,36.08780833,-79.43372778,-79.43372778,1,Daylight,1,Clear,1
37,North Carolina,370736,1,ALAMANCE (1),7,July,2,2,6,Friday,2021,16,4:00pm-4:59pm,40,40,36.06413611,36.06413611,-79.382125,-79.382125,1,Daylight,1,Clear,1
37,North Carolina,370737,3,ALEXANDER (3),7,July,16,16,6,Friday,2021,10,10:00am-10:59am,34,34,35.86114167,35.86114167,-81.04531944,-81.04531944,1,Daylight,1,Clear,1
37,North Carolina,370738,17,BLADEN (17),7,July,25,25,1,Sunday,2021,4,4:00am-4:59am,51,51,34.44108889,34.44108889,-78.37335278,-78.37335278,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370739,19,BRUNSWICK (19),7,July,28,28,4,Wednesday,2021,6,6:00am-6:59am,38,38,33.94899722,33.94899722,-78.25736944,-78.25736944,1,Daylight,2,Rain,1
37,North Carolina,370740,25,CABARRUS (25),7,July,17,17,7,Saturday,2021,10,10:00am-10:59am,15,15,35.45588889,35.45588889,-80.44780833,-80.44780833,1,Daylight,1,Clear,1
37,North Carolina,370741,25,CABARRUS (25),7,July,26,26,2,Monday,2021,18,6:00pm-6:59pm,7,7,35.37783611,35.37783611,-80.65675278,-80.65675278,1,Daylight,2,Rain,2
37,North Carolina,370742,27,CALDWELL (27),7,July,21,21,4,Wednesday,2021,22,10:00pm-10:59pm,27,27,35.92148889,35.92148889,-81.49905833,-81.49905833,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370743,29,CAMDEN (29),7,July,16,16,6,Friday,2021,4,4:00am-4:59am,46,46,36.25449444,36.25449444,-76.03118611,-76.03118611,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370744,31,CARTERET (31),7,July,30,30,6,Friday,2021,18,6:00pm-6:59pm,57,57,34.80498611,34.80498611,-76.73705,-76.73705,1,Daylight,1,Clear,1
37,North Carolina,370745,35,CATAWBA (35),7,July,3,3,7,Saturday,2021,13,1:00pm-1:59pm,13,13,35.59443611,35.59443611,-81.19456944,-81.19456944,1,Daylight,1,Clear,1
37,North Carolina,370746,35,CATAWBA (35),7,July,13,13,3,Tuesday,2021,22,10:00pm-10:59pm,33,33,35.71018611,35.71018611,-81.35185,-81.35185,3,Dark - Lighted,1,Clear,1
37,North Carolina,370747,35,CATAWBA (35),7,July,27,27,3,Tuesday,2021,11,11:00am-11:59am,34,34,35.70696389,35.70696389,-81.17128056,-81.17128056,1,Daylight,1,Clear,1
37,North Carolina,370748,35,CATAWBA (35),7,July,31,31,7,Saturday,2021,6,6:00am-6:59am,36,36,35.73999444,35.73999444,-81.29829167,-81.29829167,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370749,37,CHATHAM (37),7,July,5,5,2,Monday,2021,10,10:00am-10:59am,18,18,35.80223056,35.80223056,-79.09389722,-79.09389722,1,Daylight,1,Clear,1
37,North Carolina,370750,37,CHATHAM (37),7,July,20,20,3,Tuesday,2021,17,5:00pm-5:59pm,29,29,35.54927222,35.54927222,-78.96615278,-78.96615278,1,Daylight,10,Cloudy,1
37,North Carolina,370751,45,CLEVELAND (45),7,July,11,11,1,Sunday,2021,6,6:00am-6:59am,12,12,35.28454444,35.28454444,-81.65842778,-81.65842778,4,Dawn,1,Clear,1
37,North Carolina,370752,45,CLEVELAND (45),7,July,10,10,7,Saturday,2021,13,1:00pm-1:59pm,54,54,35.23023056,35.23023056,-81.46069444,-81.46069444,1,Daylight,1,Clear,1
37,North Carolina,370753,47,COLUMBUS (47),7,July,2,2,6,Friday,2021,17,5:00pm-5:59pm,52,52,34.29031944,34.29031944,-79.04049444,-79.04049444,1,Daylight,1,Clear,1
37,North Carolina,370754,47,COLUMBUS (47),7,July,12,12,2,Monday,2021,11,11:00am-11:59am,33,33,34.29005,34.29005,-78.93573333,-78.93573333,1,Daylight,1,Clear,1
37,North Carolina,370755,47,COLUMBUS (47),7,July,23,23,6,Friday,2021,16,4:00pm-4:59pm,27,27,34.17503889,34.17503889,-78.84075,-78.84075,1,Daylight,1,Clear,1
37,North Carolina,370756,49,CRAVEN (49),7,July,31,31,7,Saturday,2021,16,4:00pm-4:59pm,25,25,35.11338333,35.11338333,-76.96169167,-76.96169167,1,Daylight,1,Clear,1
37,North Carolina,370757,51,CUMBERLAND (51),7,July,2,2,6,Friday,2021,13,1:00pm-1:59pm,45,45,35.09655,35.09655,-78.94333056,-78.94333056,1,Daylight,2,Rain,1
37,North Carolina,370758,51,CUMBERLAND (51),7,July,2,2,6,Friday,2021,13,1:00pm-1:59pm,50,50,35.24878056,35.24878056,-78.81061944,-78.81061944,1,Daylight,10,Cloudy,1
37,North Carolina,370759,51,CUMBERLAND (51),7,July,6,6,3,Tuesday,2021,19,7:00pm-7:59pm,0,0,35.03855,35.03855,-78.88738611,-78.88738611,1,Daylight,1,Clear,1
37,North Carolina,370760,51,CUMBERLAND (51),7,July,19,19,2,Monday,2021,22,10:00pm-10:59pm,40,40,35.07590556,35.07590556,-78.89763056,-78.89763056,3,Dark - Lighted,1,Clear,1
37,North Carolina,370761,51,CUMBERLAND (51),7,July,25,25,1,Sunday,2021,1,1:00am-1:59am,10,10,35.13523056,35.13523056,-78.87633056,-78.87633056,3,Dark - Lighted,1,Clear,1
37,North Carolina,370762,51,CUMBERLAND (51),7,July,24,24,7,Saturday,2021,13,1:00pm-1:59pm,48,48,35.01957778,35.01957778,-78.96288889,-78.96288889,1,Daylight,1,Clear,2
37,North Carolina,370763,51,CUMBERLAND (51),7,July,23,23,6,Friday,2021,16,4:00pm-4:59pm,32,32,35.02775556,35.02775556,-78.97940278,-78.97940278,1,Daylight,1,Clear,1
37,North Carolina,370764,55,DARE (55),7,July,1,1,5,Thursday,2021,10,10:00am-10:59am,4,4,36.06643611,36.06643611,-75.69346944,-75.69346944,1,Daylight,1,Clear,1
37,North Carolina,370765,55,DARE (55),7,July,25,25,1,Sunday,2021,20,8:00pm-8:59pm,44,44,35.23468611,35.23468611,-75.62413333,-75.62413333,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370766,57,DAVIDSON (57),7,July,11,11,1,Sunday,2021,2,2:00am-2:59am,8,8,35.77864444,35.77864444,-80.26625556,-80.26625556,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370767,57,DAVIDSON (57),7,July,11,11,1,Sunday,2021,7,7:00am-7:59am,28,28,35.62473056,35.62473056,-80.14216944,-80.14216944,1,Daylight,1,Clear,1
37,North Carolina,370768,57,DAVIDSON (57),7,July,22,22,5,Thursday,2021,7,7:00am-7:59am,3,3,35.77166389,35.77166389,-80.10081667,-80.10081667,1,Daylight,1,Clear,1
37,North Carolina,370769,57,DAVIDSON (57),7,July,22,22,5,Thursday,2021,13,1:00pm-1:59pm,13,13,35.77798056,35.77798056,-80.2883,-80.2883,1,Daylight,1,Clear,1
37,North Carolina,370770,59,DAVIE (59),7,July,10,10,7,Saturday,2021,11,11:00am-11:59am,49,49,35.91486111,35.91486111,-80.60707778,-80.60707778,1,Daylight,1,Clear,1
37,North Carolina,370771,61,DUPLIN (61),7,July,11,11,1,Sunday,2021,22,10:00pm-10:59pm,30,30,34.83250556,34.83250556,-77.78400556,-77.78400556,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370772,61,DUPLIN (61),7,July,13,13,3,Tuesday,2021,21,9:00pm-9:59pm,16,16,34.8094,34.8094,-77.93688333,-77.93688333,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370773,63,DURHAM (63),7,July,7,7,4,Wednesday,2021,11,11:00am-11:59am,47,47,36.06550833,36.06550833,-78.78470556,-78.78470556,1,Daylight,1,Clear,1
37,North Carolina,370774,63,DURHAM (63),7,July,26,26,2,Monday,2021,2,2:00am-2:59am,28,28,36.00940278,36.00940278,-78.841875,-78.841875,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370775,63,DURHAM (63),7,July,14,14,4,Wednesday,2021,16,4:00pm-4:59pm,9,9,36.05796944,36.05796944,-78.90325,-78.90325,1,Daylight,1,Clear,1
37,North Carolina,370776,65,EDGECOMBE (65),7,July,17,17,7,Saturday,2021,2,2:00am-2:59am,5,5,35.96689722,35.96689722,-77.68538056,-77.68538056,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370777,65,EDGECOMBE (65),7,July,10,10,7,Saturday,2021,2,2:00am-2:59am,27,27,35.816075,35.816075,-77.70276389,-77.70276389,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370778,67,FORSYTH (67),7,July,9,9,6,Friday,2021,15,3:00pm-3:59pm,24,24,36.1175,36.1175,-80.27783889,-80.27783889,1,Daylight,1,Clear,1
37,North Carolina,370779,67,FORSYTH (67),7,July,13,13,3,Tuesday,2021,16,4:00pm-4:59pm,34,34,36.04108056,36.04108056,-80.373975,-80.373975,1,Daylight,1,Clear,1
37,North Carolina,370780,67,FORSYTH (67),7,July,28,28,4,Wednesday,2021,11,11:00am-11:59am,13,13,36.14201111,36.14201111,-80.24408333,-80.24408333,1,Daylight,1,Clear,1
37,North Carolina,370781,67,FORSYTH (67),7,July,31,31,7,Saturday,2021,17,5:00pm-5:59pm,50,50,36.09141667,36.09141667,-80.26441389,-80.26441389,1,Daylight,1,Clear,1
37,North Carolina,370782,67,FORSYTH (67),7,July,28,28,4,Wednesday,2021,17,5:00pm-5:59pm,9,9,36.01565278,36.01565278,-80.32036667,-80.32036667,1,Daylight,1,Clear,1
37,North Carolina,370783,67,FORSYTH (67),7,July,30,30,6,Friday,2021,12,12:00pm-12:59pm,57,57,36.05809722,36.05809722,-80.20023611,-80.20023611,1,Daylight,1,Clear,1
37,North Carolina,370784,69,FRANKLIN (69),7,July,3,3,7,Saturday,2021,1,1:00am-1:59am,55,55,35.98585278,35.98585278,-78.34825,-78.34825,2,Dark - Not Lighted,10,Cloudy,1
37,North Carolina,370785,71,GASTON (71),7,July,14,14,4,Wednesday,2021,18,6:00pm-6:59pm,5,5,35.323425,35.323425,-81.18734167,-81.18734167,1,Daylight,2,Rain,1
37,North Carolina,370786,77,GRANVILLE (77),7,July,8,8,5,Thursday,2021,14,2:00pm-2:59pm,9,9,36.3026,36.3026,-78.78688611,-78.78688611,1,Daylight,2,Rain,1
37,North Carolina,370787,77,GRANVILLE (77),7,July,14,14,4,Wednesday,2021,20,8:00pm-8:59pm,48,48,36.29769167,36.29769167,-78.58553333,-78.58553333,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370788,77,GRANVILLE (77),7,July,25,25,1,Sunday,2021,1,1:00am-1:59am,7,7,36.32125,36.32125,-78.52401389,-78.52401389,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370789,79,GREENE (79),7,July,23,23,6,Friday,2021,13,1:00pm-1:59pm,1,1,35.46648611,35.46648611,-77.71926111,-77.71926111,1,Daylight,1,Clear,1
37,North Carolina,370790,81,GUILFORD (81),7,July,3,3,7,Saturday,2021,2,2:00am-2:59am,25,25,36.07053611,36.07053611,-79.79771944,-79.79771944,3,Dark - Lighted,1,Clear,1
37,North Carolina,370791,81,GUILFORD (81),7,July,3,3,7,Saturday,2021,21,9:00pm-9:59pm,17,17,36.0837,36.0837,-79.68046667,-79.68046667,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370792,81,GUILFORD (81),7,July,5,5,2,Monday,2021,22,10:00pm-10:59pm,41,41,36.24391111,36.24391111,-79.91980278,-79.91980278,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370794,81,GUILFORD (81),7,July,6,6,3,Tuesday,2021,23,11:00pm-11:59pm,15,15,36.23127222,36.23127222,-79.74044722,-79.74044722,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370795,81,GUILFORD (81),7,July,11,11,1,Sunday,2021,2,2:00am-2:59am,2,2,36.06209722,36.06209722,-79.56538056,-79.56538056,3,Dark - Lighted,1,Clear,1
37,North Carolina,370796,81,GUILFORD (81),7,July,21,21,4,Wednesday,2021,8,8:00am-8:59am,33,33,36.20939444,36.20939444,-79.69111111,-79.69111111,1,Daylight,1,Clear,1
37,North Carolina,370797,81,GUILFORD (81),7,July,23,23,6,Friday,2021,22,10:00pm-10:59pm,3,3,36.05746667,36.05746667,-79.88898611,-79.88898611,3,Dark - Lighted,1,Clear,1
37,North Carolina,370798,83,HALIFAX (83),7,July,11,11,1,Sunday,2021,20,8:00pm-8:59pm,14,14,36.46679722,36.46679722,-77.7192,-77.7192,5,Dusk,1,Clear,1
37,North Carolina,370799,87,HAYWOOD (87),7,July,16,16,6,Friday,2021,15,3:00pm-3:59pm,2,2,35.49661944,35.49661944,-82.84629444,-82.84629444,1,Daylight,1,Clear,1
37,North Carolina,370800,81,GUILFORD (81),7,July,30,30,6,Friday,2021,14,2:00pm-2:59pm,27,27,36.01621389,36.01621389,-80.04094167,-80.04094167,1,Daylight,1,Clear,1
37,North Carolina,370801,97,IREDELL (97),7,July,31,31,7,Saturday,2021,16,4:00pm-4:59pm,59,59,35.59386944,35.59386944,-80.87917778,-80.87917778,1,Daylight,1,Clear,1
37,North Carolina,370802,99,JACKSON (99),7,July,21,21,4,Wednesday,2021,20,8:00pm-8:59pm,30,30,35.42165,35.42165,-83.11078056,-83.11078056,1,Daylight,1,Clear,1
37,North Carolina,370803,101,JOHNSTON (101),7,July,4,4,1,Sunday,2021,12,12:00pm-12:59pm,6,6,35.554125,35.554125,-78.20808611,-78.20808611,1,Daylight,1,Clear,1
37,North Carolina,370804,101,JOHNSTON (101),7,July,25,25,1,Sunday,2021,16,4:00pm-4:59pm,48,48,35.644,35.644,-78.50759722,-78.50759722,1,Daylight,1,Clear,1
37,North Carolina,370805,105,LEE (105),7,July,4,4,1,Sunday,2021,22,10:00pm-10:59pm,1,1,35.39747222,35.39747222,-79.240475,-79.240475,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370806,105,LEE (105),7,July,6,6,3,Tuesday,2021,20,8:00pm-8:59pm,15,15,35.50119444,35.50119444,-79.20415278,-79.20415278,1,Daylight,1,Clear,1
37,North Carolina,370807,105,LEE (105),7,July,23,23,6,Friday,2021,18,6:00pm-6:59pm,20,20,35.51363611,35.51363611,-79.31048056,-79.31048056,1,Daylight,1,Clear,1
37,North Carolina,370808,105,LEE (105),7,July,27,27,3,Tuesday,2021,23,11:00pm-11:59pm,11,11,35.45728611,35.45728611,-79.20103611,-79.20103611,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370809,107,LENOIR (107),7,July,22,22,5,Thursday,2021,22,10:00pm-10:59pm,10,10,35.22253056,35.22253056,-77.63291667,-77.63291667,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370810,119,MECKLENBURG (119),7,July,4,4,1,Sunday,2021,23,11:00pm-11:59pm,38,38,35.21025,35.21025,-80.90801667,-80.90801667,3,Dark - Lighted,1,Clear,1
37,North Carolina,370811,119,MECKLENBURG (119),7,July,10,10,7,Saturday,2021,2,2:00am-2:59am,42,42,35.26300556,35.26300556,-80.85484722,-80.85484722,3,Dark - Lighted,1,Clear,1
37,North Carolina,370812,119,MECKLENBURG (119),7,July,3,3,7,Saturday,2021,14,2:00pm-2:59pm,9,9,35.33479444,35.33479444,-80.8228,-80.8228,1,Daylight,1,Clear,1
37,North Carolina,370813,119,MECKLENBURG (119),7,July,5,5,2,Monday,2021,4,4:00am-4:59am,15,15,35.26219444,35.26219444,-80.88721111,-80.88721111,3,Dark - Lighted,1,Clear,1
37,North Carolina,370814,119,MECKLENBURG (119),7,July,9,9,6,Friday,2021,22,10:00pm-10:59pm,12,12,35.28408611,35.28408611,-80.94806111,-80.94806111,3,Dark - Lighted,10,Cloudy,1
37,North Carolina,370815,119,MECKLENBURG (119),7,July,17,17,7,Saturday,2021,20,8:00pm-8:59pm,22,22,35.13939722,35.13939722,-81.00987778,-81.00987778,5,Dusk,1,Clear,1
37,North Carolina,370816,119,MECKLENBURG (119),7,July,26,26,2,Monday,2021,21,9:00pm-9:59pm,45,45,35.12510833,35.12510833,-80.87899722,-80.87899722,3,Dark - Lighted,1,Clear,1
37,North Carolina,370817,119,MECKLENBURG (119),7,July,26,26,2,Monday,2021,2,2:00am-2:59am,26,26,35.31888333,35.31888333,-80.72988333,-80.72988333,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370818,119,MECKLENBURG (119),7,July,31,31,7,Saturday,2021,0,0:00am-0:59am,45,45,35.21611111,35.21611111,-80.88412778,-80.88412778,3,Dark - Lighted,1,Clear,1
37,North Carolina,370819,119,MECKLENBURG (119),7,July,31,31,7,Saturday,2021,2,2:00am-2:59am,58,58,35.26403333,35.26403333,-80.88049167,-80.88049167,3,Dark - Lighted,1,Clear,1
37,North Carolina,370820,125,MOORE (125),7,July,2,2,6,Friday,2021,15,3:00pm-3:59pm,27,27,35.06361389,35.06361389,-79.49205278,-79.49205278,1,Daylight,2,Rain,4
37,North Carolina,370821,125,MOORE (125),7,July,11,11,1,Sunday,2021,16,4:00pm-4:59pm,6,6,35.42884444,35.42884444,-79.547425,-79.547425,1,Daylight,1,Clear,1
37,North Carolina,370822,125,MOORE (125),7,July,12,12,2,Monday,2021,7,7:00am-7:59am,39,39,35.08519167,35.08519167,-79.42817778,-79.42817778,1,Daylight,1,Clear,1
37,North Carolina,370823,129,NEW HANOVER (129),7,July,17,17,7,Saturday,2021,19,7:00pm-7:59pm,8,8,34.27839722,34.27839722,-77.87460278,-77.87460278,1,Daylight,1,Clear,1
37,North Carolina,370824,19,BRUNSWICK (19),7,July,25,25,1,Sunday,2021,19,7:00pm-7:59pm,51,51,34.23063889,34.23063889,-77.99787222,-77.99787222,1,Daylight,1,Clear,2
37,North Carolina,370825,131,NORTHAMPTON (131),7,July,25,25,1,Sunday,2021,8,8:00am-8:59am,26,26,36.5433,36.5433,-77.57710833,-77.57710833,1,Daylight,1,Clear,1
37,North Carolina,370826,133,ONSLOW (133),7,July,9,9,6,Friday,2021,20,8:00pm-8:59pm,48,48,34.76156944,34.76156944,-77.41438889,-77.41438889,2,Dark - Not Lighted,10,Cloudy,1
37,North Carolina,370827,133,ONSLOW (133),7,July,12,12,2,Monday,2021,12,12:00pm-12:59pm,8,8,34.71865,34.71865,-77.33013611,-77.33013611,1,Daylight,2,Rain,1
37,North Carolina,370828,133,ONSLOW (133),7,July,14,14,4,Wednesday,2021,5,5:00am-5:59am,29,29,34.72535833,34.72535833,-77.47631111,-77.47631111,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370829,135,ORANGE (135),7,July,1,1,5,Thursday,2021,6,6:00am-6:59am,40,40,36.12441667,36.12441667,-79.08237222,-79.08237222,1,Daylight,1,Clear,3
37,North Carolina,370830,135,ORANGE (135),7,July,8,8,5,Thursday,2021,6,6:00am-6:59am,35,35,36.17548889,36.17548889,-79.10886111,-79.10886111,2,Dark - Not Lighted,2,Rain,1
37,North Carolina,370831,137,PAMLICO (137),7,July,28,28,4,Wednesday,2021,10,10:00am-10:59am,56,56,35.16324722,35.16324722,-76.76768333,-76.76768333,1,Daylight,10,Cloudy,1
37,North Carolina,370832,139,PASQUOTANK (139),7,July,2,2,6,Friday,2021,21,9:00pm-9:59pm,57,57,36.36643333,36.36643333,-76.28081667,-76.28081667,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370833,141,PENDER (141),7,July,18,18,1,Sunday,2021,19,7:00pm-7:59pm,38,38,34.440475,34.440475,-78.20168056,-78.20168056,1,Daylight,2,Rain,1
37,North Carolina,370834,147,PITT (147),7,July,29,29,5,Thursday,2021,11,11:00am-11:59am,17,17,35.70046667,35.70046667,-77.24616389,-77.24616389,1,Daylight,1,Clear,1
37,North Carolina,370835,149,POLK (149),7,July,4,4,1,Sunday,2021,14,2:00pm-2:59pm,44,44,35.23744167,35.23744167,-82.18443333,-82.18443333,1,Daylight,1,Clear,1
37,North Carolina,370836,149,POLK (149),7,July,11,11,1,Sunday,2021,11,11:00am-11:59am,46,46,35.247725,35.247725,-82.26884444,-82.26884444,1,Daylight,1,Clear,1
37,North Carolina,370837,151,RANDOLPH (151),7,July,23,23,6,Friday,2021,21,9:00pm-9:59pm,5,5,35.74718056,35.74718056,-79.79232222,-79.79232222,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370838,153,RICHMOND (153),7,July,21,21,4,Wednesday,2021,14,2:00pm-2:59pm,15,15,35.08884444,35.08884444,-79.76194444,-79.76194444,1,Daylight,1,Clear,1
37,North Carolina,370839,155,ROBESON (155),7,July,1,1,5,Thursday,2021,4,4:00am-4:59am,11,11,34.71561389,34.71561389,-79.31038333,-79.31038333,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370840,155,ROBESON (155),7,July,4,4,1,Sunday,2021,22,10:00pm-10:59pm,2,2,34.871925,34.871925,-78.94396111,-78.94396111,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370841,155,ROBESON (155),7,July,26,26,2,Monday,2021,22,10:00pm-10:59pm,40,40,34.58456944,34.58456944,-79.135025,-79.135025,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370842,155,ROBESON (155),7,July,18,18,1,Sunday,2021,15,3:00pm-3:59pm,55,55,34.60258333,34.60258333,-79.10091944,-79.10091944,1,Daylight,1,Clear,1
37,North Carolina,370843,157,ROCKINGHAM (157),7,July,1,1,5,Thursday,2021,19,7:00pm-7:59pm,50,50,36.30192222,36.30192222,-79.94087222,-79.94087222,1,Daylight,1,Clear,1
37,North Carolina,370844,159,ROWAN (159),7,July,19,19,2,Monday,2021,17,5:00pm-5:59pm,34,34,35.58101944,35.58101944,-80.38855278,-80.38855278,1,Daylight,1,Clear,1
37,North Carolina,370845,159,ROWAN (159),7,July,12,12,2,Monday,2021,13,1:00pm-1:59pm,16,16,35.75468056,35.75468056,-80.51052222,-80.51052222,1,Daylight,1,Clear,3
37,North Carolina,370846,161,RUTHERFORD (161),7,July,19,19,2,Monday,2021,11,11:00am-11:59am,54,54,35.34968889,35.34968889,-81.88491944,-81.88491944,1,Daylight,1,Clear,1
37,North Carolina,370847,163,SAMPSON (163),7,July,1,1,5,Thursday,2021,6,6:00am-6:59am,2,2,34.96863889,34.96863889,-78.34311944,-78.34311944,1,Daylight,1,Clear,1
37,North Carolina,370848,165,SCOTLAND (165),7,July,1,1,5,Thursday,2021,20,8:00pm-8:59pm,48,48,77.7777,77.7777,777.7777,777.7777,2,Dark - Not Lighted,2,Rain,1
37,North Carolina,370849,165,SCOTLAND (165),7,July,10,10,7,Saturday,2021,1,1:00am-1:59am,44,44,34.79906667,34.79906667,-79.52423889,-79.52423889,2,Dark - Not Lighted,1,Clear,1
37,North Carolina,370850,165,SCOTLAND (165),7,July,16,16,6,Friday,2021,11,11:00am-11:59am,39,39,34.81578611,34.81578611,-79.56729444,-79.56729444,1,Daylight,1,Clear,2
