ST_CASE,STATENAME,COUNTYNAME,CITYNAME,PEDS,FATALS,Date,LATITUDE,LONGITUD
370937,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-08-22,35.36258056,-80.74832222
370938,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-08-28,35.07548889,-80.84090278
370939,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-08-28,35.24249444,-80.66322222
370940,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-08-28,35.27268333,-80.84661944
370941,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-08-31,35.28663611,-80.84945278
370942,North Carolina,MONTGOMERY ,NOT APPLICABLE,0,1,2021-08-14,35.48556667,-79.78121667
370943,North Carolina,MOORE ,NOT APPLICABLE,1,1,2021-08-10,35.28083611,-79.26378056
370944,North Carolina,NASH ,ROCKY MOUNT,0,1,2021-08-08,35.93496389,-77.811125
370945,North Carolina,NASH ,NOT APPLICABLE,0,1,2021-08-20,35.83027222,-78.11724722
370946,North Carolina,NEW HANOVER ,WILMINGTON,1,1,2021-08-12,34.24454444,-77.87985833
370947,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-08-04,35.88200278,-79.22080556
370948,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-08-14,36.03785556,-78.99614444
370949,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-08-26,34.31889444,-77.76900278
370950,North Carolina,POLK ,NOT APPLICABLE,0,1,2021-08-18,35.25925833,-82.18272778
370951,North Carolina,RICHMOND ,NOT APPLICABLE,3,1,2021-08-05,34.98615278,-79.58512222
370952,North Carolina,RICHMOND ,HAMLET,0,1,2021-08-06,34.87731944,-79.72871944
370953,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-08-01,34.74550833,-79.3349
370954,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-08-06,34.45220833,-79.24305
370955,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-08-16,34.66261667,-78.94736667
370956,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-08-26,34.72700833,-78.997025
370957,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-08-06,36.31291667,-79.90749722
370958,North Carolina,ROWAN ,NOT APPLICABLE,1,1,2021-08-01,35.60237222,-80.38977778
370959,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-08-07,35.75071111,-80.56803333
370960,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-08-01,35.70309722,-80.48270278
370961,North Carolina,RUTHERFORD ,NOT APPLICABLE,0,1,2021-08-13,35.22361667,-81.841275
370962,North Carolina,RUTHERFORD ,NOT APPLICABLE,0,2,2021-08-17,35.39638333,-82.00706111
370963,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-08-02,35.24636389,-78.39176667
370964,North Carolina,SAMPSON ,NEWTON GROVE,0,1,2021-08-05,35.25037222,-78.355825
370965,North Carolina,SCOTLAND ,NOT APPLICABLE,0,2,2021-08-21,34.83479722,-79.59593056
370966,North Carolina,SCOTLAND ,NOT APPLICABLE,0,2,2021-08-26,34.72945833,-79.456125
370967,North Carolina,SWAIN ,NOT APPLICABLE,0,1,2021-08-26,35.32856389,-83.58098611
370968,North Carolina,TRANSYLVANIA ,NOT APPLICABLE,0,1,2021-08-14,35.28075556,-82.69491111
370969,North Carolina,UNION ,NOT APPLICABLE,0,1,2021-08-19,34.92229722,-80.76407778
370970,North Carolina,WAKE ,RALEIGH,1,1,2021-08-06,35.85011389,-78.60796667
370971,North Carolina,WAKE ,RALEIGH,1,1,2021-08-07,35.79853056,-78.56381389
370972,North Carolina,WAKE ,RALEIGH,0,1,2021-08-02,35.85433056,-78.60259444
370973,North Carolina,WAKE ,RALEIGH,0,1,2021-08-11,35.76820278,-78.57292778
370974,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-08-13,35.63222778,-78.67413333
370975,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-08-24,35.76803056,-78.51486667
370976,North Carolina,WAKE ,RALEIGH,0,1,2021-08-25,35.81938889,-78.74203056
370977,North Carolina,WAKE ,RALEIGH,0,1,2021-08-27,35.85669444,-78.67701667
370978,North Carolina,WAKE ,RALEIGH,0,1,2021-08-28,35.83164167,-78.62984167
370979,North Carolina,WARREN ,NOT APPLICABLE,0,1,2021-08-21,36.38696111,-78.14622222
370980,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-08-21,36.21868889,-80.94726944
370981,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-08-22,36.35098611,-81.23540556
370982,North Carolina,WILSON ,NOT APPLICABLE,0,1,2021-08-20,35.68616389,-78.05804444
370983,North Carolina,WILSON ,NOT APPLICABLE,0,1,2021-08-29,35.66936944,-77.71699444
370984,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-08-26,35.20949722,-80.82792222
370985,North Carolina,ALLEGHANY ,NOT APPLICABLE,1,1,2021-09-11,36.46790278,-81.15103056
370986,North Carolina,ASHE ,NOT APPLICABLE,0,1,2021-09-06,36.56000556,-81.419025
370987,North Carolina,AVERY ,NOT APPLICABLE,0,1,2021-09-09,36.08473889,-81.86853889
370988,North Carolina,BEAUFORT ,NOT APPLICABLE,0,1,2021-09-25,35.43220556,-76.748875
370989,North Carolina,BLADEN ,NOT APPLICABLE,1,1,2021-09-24,34.74818889,-78.80248889
370990,North Carolina,BRUNSWICK ,NOT APPLICABLE,1,1,2021-09-07,33.95143056,-78.04442222
370991,North Carolina,BUNCOMBE ,NOT APPLICABLE,1,1,2021-09-06,35.61503056,-82.64840278
370992,North Carolina,BUNCOMBE ,ASHEVILLE,1,1,2021-09-26,35.55074722,-82.53668056
370993,North Carolina,BURKE ,MORGANTON,0,1,2021-09-09,35.71754167,-81.71948889
370994,North Carolina,BURKE ,HILDEBRAN,1,1,2021-09-27,35.7272,-81.42881389
370995,North Carolina,CALDWELL ,HUDSON,0,1,2021-09-10,35.86090556,-81.50488056
370996,North Carolina,CABARRUS ,CONCORD,0,1,2021-09-17,35.47578889,-80.58047222
370997,North Carolina,CALDWELL ,NOT APPLICABLE,0,1,2021-09-12,35.88089167,-81.55617778
370998,North Carolina,CARTERET ,NOT APPLICABLE,0,1,2021-09-23,34.73841667,-76.65243056
370999,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-09-14,35.576875,-81.33931389
371000,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-09-30,35.713925,-81.228925
371001,North Carolina,CHEROKEE ,NOT APPLICABLE,0,1,2021-09-20,35.07846944,-84.19491389
371002,North Carolina,CLEVELAND ,SHELBY,0,1,2021-09-05,35.27316389,-81.51381111
371003,North Carolina,COLUMBUS ,NOT APPLICABLE,0,1,2021-09-06,34.36752778,-78.71281667
371004,North Carolina,CRAVEN ,NEW BERN,0,1,2021-09-27,35.09266389,-77.08996944
371005,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-09-07,34.97253611,-78.85277222
371006,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-09-17,35.07594444,-78.89775
371007,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-09-24,35.08191111,-78.95429722
371008,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-09-27,34.87280833,-78.55490556
371009,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-09-12,35.94348333,-80.29620556
371010,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-09-10,35.95904167,-80.30118611
371011,North Carolina,DAVIDSON ,NOT APPLICABLE,1,1,2021-09-07,35.91119167,-80.05046667
371012,North Carolina,DUPLIN ,NOT APPLICABLE,0,1,2021-09-22,34.77993056,-77.83649722
371013,North Carolina,DURHAM ,NOT APPLICABLE,0,1,2021-09-15,35.89904722,-78.88021944
371014,North Carolina,DURHAM ,DURHAM,0,1,2021-09-28,36.02816667,-78.92045
371015,North Carolina,FORSYTH ,WINSTON SALEM,0,2,2021-09-19,36.06756111,-80.32550278
371016,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-09-18,36.1071,-80.32653333
371017,North Carolina,FORSYTH ,NOT APPLICABLE,0,1,2021-09-19,36.23283611,-80.31783889
371018,North Carolina,FORSYTH ,WINSTON SALEM,1,1,2021-09-25,36.08013056,-80.33642778
371019,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-09-03,36.02099722,-78.29104444
371020,North Carolina,GASTON ,NOT APPLICABLE,0,2,2021-09-07,35.17716111,-81.19912222
371021,North Carolina,GASTON ,LOWELL,0,1,2021-09-13,35.26158889,-81.09579722
371022,North Carolina,GASTON ,GASTONIA,0,1,2021-09-17,35.28871389,-81.25100278
371023,North Carolina,GASTON ,NOT APPLICABLE,0,1,2021-09-28,77.7777,777.7777
371024,North Carolina,GRAHAM ,NOT APPLICABLE,0,1,2021-09-30,35.33861944,-83.89211111
371025,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-09-09,36.22089722,-78.62716944
371026,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-09-24,36.27710278,-78.60739444
371027,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-09-05,36.054575,-79.89533056
371028,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-09-07,36.02005833,-79.84606389
371029,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-09-13,36.250575,-79.96745833
371030,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-09-17,36.13440278,-79.74161389
371031,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-09-28,36.14662222,-79.86919167
371032,North Carolina,HALIFAX ,NOT APPLICABLE,0,1,2021-09-10,36.35016111,-77.68281111
371033,North Carolina,HALIFAX ,NOT APPLICABLE,1,1,2021-09-04,36.44311111,-77.62645833
371035,North Carolina,HAYWOOD ,NOT APPLICABLE,0,1,2021-09-23,77.7777,777.7777
371036,North Carolina,HENDERSON ,FLETCHER,0,1,2021-09-03,35.41897778,-82.50551111
371037,North Carolina,HENDERSON ,NOT APPLICABLE,1,1,2021-09-29,35.33964722,-82.45836667
371038,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-09-13,34.93007778,-79.31885833
371039,North Carolina,IREDELL ,MOORESVILLE,0,1,2021-09-05,35.55641111,-80.81160278
371040,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-09-06,35.65144722,-80.86396667
371041,North Carolina,JACKSON ,NOT APPLICABLE,0,1,2021-09-05,35.118525,-83.00608333
371042,North Carolina,JOHNSTON ,NOT APPLICABLE,1,1,2021-09-14,35.58887778,-78.49753056
371043,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-09-17,35.53476389,-78.59401111
371044,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-09-20,35.68992222,-78.398875
371045,North Carolina,LENOIR ,KINSTON,0,1,2021-09-12,35.26533333,-77.6441
371046,North Carolina,MADISON ,NOT APPLICABLE,0,1,2021-09-05,35.74190833,-82.84209722
371047,North Carolina,MCDOWELL ,NOT APPLICABLE,0,1,2021-09-05,35.66985833,-81.95095278
371048,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-09-06,35.28663056,-80.84956667
371049,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-09-05,35.23438611,-80.82643056
371050,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-09-10,35.05060278,-80.77660833
371051,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-09-10,35.21318333,-80.72565833
371052,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-09-05,35.18346389,-80.75322778
371053,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-09-01,35.28178889,-80.85680833
371054,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-09-15,35.27229167,-80.89845278
371055,North Carolina,MECKLENBURG ,CHARLOTTE,0,2,2021-09-17,35.22441667,-80.89656667
371056,North Carolina,MECKLENBURG ,HUNTERSVILLE,0,1,2021-09-25,35.451,-80.87017222
371057,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-09-17,35.2765,-80.79333333
371058,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-09-29,35.11341944,-80.92528611
371059,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-09-05,35.29057778,-80.76798056
371060,North Carolina,MONTGOMERY ,NOT APPLICABLE,0,1,2021-09-28,35.38688611,-79.96036944
371061,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-09-15,35.337125,-79.62530556
371062,North Carolina,MOORE ,ROBBINS,0,1,2021-09-21,35.26235278,-79.69647778
371063,North Carolina,NASH ,ROCKY MOUNT,1,1,2021-09-09,35.92801389,-77.81613611
371064,North Carolina,NASH ,ROCKY MOUNT,0,1,2021-09-23,35.93564167,-77.80303889
371065,North Carolina,NEW HANOVER ,NOT APPLICABLE,1,1,2021-09-19,34.08434444,-77.89540278
371066,North Carolina,NEW HANOVER ,NOT APPLICABLE,0,2,2021-09-18,33.96568611,-77.92508889
371067,North Carolina,ONSLOW ,NOT APPLICABLE,0,1,2021-09-14,34.73027222,-77.5958
371068,North Carolina,ONSLOW ,NOT APPLICABLE,0,1,2021-09-25,34.54230278,-77.48384722
371069,North Carolina,PENDER ,NOT APPLICABLE,1,1,2021-09-01,34.69498333,-77.95486944
371070,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-09-29,34.716125,-77.97833611
371071,North Carolina,PITT ,GREENVILLE,1,1,2021-09-16,35.61203611,-77.39325556
371072,North Carolina,RANDOLPH ,TRINITY,0,1,2021-09-19,35.87829444,-80.00251111
371073,North Carolina,RANDOLPH ,NOT APPLICABLE,0,2,2021-09-13,35.88441667,-79.926
371074,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-09-08,35.76831111,-79.84541944
371075,North Carolina,RICHMOND ,NOT APPLICABLE,0,1,2021-09-16,34.89861389,-79.80443333
371076,North Carolina,ROBESON ,NOT APPLICABLE,1,1,2021-09-17,34.58107778,-78.89429722
371077,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-09-23,34.76979722,-78.99656111
371078,North Carolina,ROBESON ,NOT APPLICABLE,0,2,2021-09-23,34.93625278,-79.05763889
371079,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-09-24,34.77693611,-78.98453611
371080,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-09-03,36.46948889,-79.73221389
371081,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-09-08,36.274275,-79.97693889
371082,North Carolina,ROWAN ,SALISBURY,0,1,2021-09-04,35.66965833,-80.43459722
371083,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-09-13,35.61015,-80.37216944
371084,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-09-24,35.7314,-80.69775
371085,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-09-30,35.55316667,-80.49886111
371086,North Carolina,RUTHERFORD ,NOT APPLICABLE,0,1,2021-09-12,35.31844722,-81.74702222
371087,North Carolina,RUTHERFORD ,NOT APPLICABLE,0,1,2021-09-16,35.31135833,-81.87033333
371088,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-09-08,35.14409167,-78.45469444
371089,North Carolina,STANLY ,NOT APPLICABLE,0,1,2021-09-03,35.33240833,-80.23428889
371090,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-09-21,36.45951667,-80.76626111
371091,North Carolina,UNION ,NOT APPLICABLE,0,2,2021-09-25,34.87818056,-80.55176944
371092,North Carolina,VANCE ,NOT APPLICABLE,0,1,2021-09-12,36.41323056,-78.32954444
371093,North Carolina,VANCE ,NOT APPLICABLE,0,1,2021-09-25,36.34815278,-78.38501667
371094,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-09-11,35.71535833,-78.54549167
371095,North Carolina,WAKE ,RALEIGH,0,1,2021-09-06,35.78299167,-78.56143889
371096,North Carolina,WAKE ,GARNER,1,1,2021-09-07,35.7248,-78.64093056
371097,North Carolina,WAKE ,WAKE FOREST,0,1,2021-09-16,35.93773333,-78.54194167
371098,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-09-24,35.82418611,-78.378675
371099,North Carolina,WAKE ,NOT APPLICABLE,1,1,2021-09-29,35.677775,-78.51111111
371100,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-09-29,35.834075,-78.30829444
371101,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-09-28,35.27025833,-78.25906111
371102,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-09-25,36.20319167,-81.43492778
371103,North Carolina,WILSON ,NOT APPLICABLE,1,1,2021-09-05,35.77443056,-78.05939444
371104,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-09-24,34.76551944,-79.42846944
371105,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-09-30,34.99463333,-78.37366389
371106,North Carolina,ALAMANCE ,NOT APPLICABLE,0,1,2021-10-01,36.21244444,-79.39655
371107,North Carolina,ANSON ,NOT APPLICABLE,0,1,2021-10-20,34.90408611,-80.02769167
371108,North Carolina,ASHE ,NOT APPLICABLE,0,1,2021-10-06,36.40990833,-81.28780278
371109,North Carolina,ASHE ,JEFFERSON,0,2,2021-10-18,36.43974167,-81.429925
371110,North Carolina,BEAUFORT ,NOT APPLICABLE,0,1,2021-10-25,35.56734167,-76.99065278
371111,North Carolina,BERTIE ,NOT APPLICABLE,0,1,2021-10-08,36.03809167,-76.76928056
371112,North Carolina,BERTIE ,NOT APPLICABLE,0,1,2021-10-06,36.122575,-76.76071389
371113,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-10-02,34.38406389,-78.32445556
371114,North Carolina,BRUNSWICK ,NOT APPLICABLE,0,1,2021-10-03,34.00295833,-78.31361389
371115,North Carolina,BRUNSWICK ,NOT APPLICABLE,0,2,2021-10-30,34.04421944,-78.28625833
371116,North Carolina,BUNCOMBE ,ASHEVILLE,0,1,2021-10-05,35.55946667,-82.64533611
371117,North Carolina,BUNCOMBE ,NOT APPLICABLE,0,1,2021-10-22,35.58921389,-82.70721667
371118,North Carolina,BUNCOMBE ,ASHEVILLE,0,1,2021-10-23,35.57061944,-82.55087222
371119,North Carolina,CABARRUS ,NOT APPLICABLE,1,1,2021-10-20,35.45770556,-80.44877222
371120,North Carolina,CABARRUS ,NOT APPLICABLE,1,1,2021-10-23,35.39104444,-80.73028889
371121,North Carolina,CALDWELL ,NOT APPLICABLE,0,1,2021-10-02,35.8316,-81.58048333
371122,North Carolina,CALDWELL ,NOT APPLICABLE,0,1,2021-10-11,35.88290556,-81.58471389
371123,North Carolina,CASWELL ,NOT APPLICABLE,0,1,2021-10-24,36.42820556,-79.35778611
371124,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-10-27,35.66770278,-81.38305556
371125,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-10-03,35.593275,-81.243575
371126,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-10-13,35.56593889,-81.05234444
371127,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-10-21,35.65015,-81.19711389
371128,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-10-24,35.63140556,-81.05678056
371129,North Carolina,CHATHAM ,NOT APPLICABLE,0,1,2021-10-06,35.71835,-79.12975556
371130,North Carolina,CHATHAM ,NOT APPLICABLE,0,1,2021-10-15,35.70740556,-79.01573889
371131,North Carolina,CHATHAM ,NOT APPLICABLE,0,1,2021-10-17,35.83509444,-79.50320833
371132,North Carolina,CHEROKEE ,NOT APPLICABLE,0,1,2021-10-07,35.01330556,-84.27840278
371133,North Carolina,COLUMBUS ,WHITEVILLE,0,2,2021-10-04,34.33908889,-78.70825556
371134,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,2,2021-10-17,35.09071944,-78.92097222
371135,North Carolina,CUMBERLAND ,SPRING LAKE,0,1,2021-10-25,35.17602222,-78.978875
371136,North Carolina,CURRITUCK ,NOT APPLICABLE,0,1,2021-10-06,36.25215278,-75.89084722
371137,North Carolina,DARE ,KILL DEVIL HILLS,1,1,2021-10-10,36.02973611,-75.66670556
371138,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-10-21,35.81596667,-80.18794444
371139,North Carolina,DAVIDSON ,NOT APPLICABLE,0,2,2021-10-23,35.97329167,-80.31970278
371140,North Carolina,DUPLIN ,NOT APPLICABLE,0,1,2021-10-04,34.78281389,-78.03873611
371141,North Carolina,DUPLIN ,NOT APPLICABLE,0,1,2021-10-13,34.84151944,-77.99631389
371142,North Carolina,FORSYTH ,NOT APPLICABLE,0,1,2021-10-28,36.01084444,-80.33816111
371143,North Carolina,FORSYTH ,WINSTON SALEM,1,1,2021-10-30,36.08438056,-80.257525
371144,North Carolina,GASTON ,GASTONIA,0,1,2021-10-19,35.28658333,-81.15016111
371145,North Carolina,GASTON ,HIGH SHOALS,0,1,2021-10-29,35.40090278,-81.20981944
371146,North Carolina,GRAHAM ,NOT APPLICABLE,0,1,2021-01-10,35.44651667,-83.82031389
371147,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-10-10,36.21819444,-78.64911944
371148,North Carolina,GREENE ,NOT APPLICABLE,0,1,2021-10-23,35.55633056,-77.69146111
371149,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-10-08,36.03999722,-79.791575
371150,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-10-16,36.17399444,-79.71318333
371151,North Carolina,GUILFORD ,NOT APPLICABLE,0,2,2021-10-16,36.11474167,-79.71387222
371152,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-10-22,36.03696389,-79.86191944
371153,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-10-22,36.14906667,-79.93915556
371154,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-10-09,36.07228056,-79.93416667
371155,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-10-10,36.18326389,-79.63458333
371156,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-10-02,35.40346944,-78.59869722
371157,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-10-11,35.290225,-78.90741389
371158,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-10-13,35.27244444,-78.73736389
371159,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-10-22,35.31024444,-78.65797222
371160,North Carolina,HARNETT ,NOT APPLICABLE,1,1,2021-10-23,35.2824,-79.13270833
371161,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-10-28,35.26419722,-79.05235
371162,North Carolina,HENDERSON ,NOT APPLICABLE,0,1,2021-10-08,35.36748333,-82.48806667
371163,North Carolina,HENDERSON ,NOT APPLICABLE,0,1,2021-10-31,35.30060833,-82.38145556
371164,North Carolina,HENDERSON ,NOT APPLICABLE,0,1,2021-10-30,35.32766944,-82.43405556
371165,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-10-07,35.02268889,-79.086625
371166,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-10-15,35.72354444,-80.857925
371167,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-10-23,35.60610556,-80.93443333
371168,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-10-08,35.48052222,-78.43741111
371169,North Carolina,JOHNSTON ,NOT APPLICABLE,1,1,2021-10-13,35.48248333,-78.46476944
371170,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-10-31,35.575075,-78.57646389
371171,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-10-10,35.20655833,-77.699525
371172,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-10-14,35.22386667,-77.82484167
371173,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-10-28,35.21343333,-77.69163889
371174,North Carolina,LENOIR ,NOT APPLICABLE,1,1,2021-10-26,35.234075,-77.62984444
371175,North Carolina,MACON ,NOT APPLICABLE,0,1,2021-10-07,35.23366111,-83.38152778
371176,North Carolina,MADISON ,NOT APPLICABLE,0,1,2021-10-22,35.87650556,-82.48020278
371177,North Carolina,MCDOWELL ,NOT APPLICABLE,0,1,2021-10-16,35.75023056,-81.97029722
371178,North Carolina,MCDOWELL ,NOT APPLICABLE,0,1,2021-10-17,35.66851111,-81.90321944
371179,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-03,35.34930278,-80.74639722
371180,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-06,35.27224444,-80.84478889
371181,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-15,35.15131667,-80.83986944
371182,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-18,35.16461944,-80.889475
371183,North Carolina,MECKLENBURG ,CHARLOTTE,0,2,2021-10-04,35.17885278,-80.80194444
371184,North Carolina,CHATHAM ,NOT APPLICABLE,0,2,2021-10-23,35.76793333,-79.20629444
371185,North Carolina,DUPLIN ,NOT APPLICABLE,0,2,2021-10-05,34.777825,-78.03889167
371186,North Carolina,GRANVILLE ,NOT APPLICABLE,0,2,2021-10-29,36.31389167,-78.584225
371187,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-10-09,35.26958333,-80.86295
371188,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-10-24,35.24135833,-80.92923333
371189,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-23,35.22090556,-80.78034444
371190,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-21,35.28970833,-80.96656389
371191,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-30,35.29863333,-80.99762222
371192,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-25,35.22740278,-80.91240556
371193,North Carolina,MOORE ,SOUTHERN PINES,0,1,2021-09-27,35.17028333,-79.39471944
371194,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-10-25,35.43201944,-79.43269444
371195,North Carolina,NASH ,NOT APPLICABLE,1,1,2021-10-21,35.90860833,-77.84245278
371196,North Carolina,NASH ,NOT APPLICABLE,0,1,2021-10-30,36.13853056,-77.93495
371197,North Carolina,NEW HANOVER ,NOT APPLICABLE,0,1,2021-10-20,34.32644722,-77.99647778
371198,North Carolina,ONSLOW ,NOT APPLICABLE,0,1,2021-10-21,34.92357778,-77.64593889
371199,North Carolina,PENDER ,NOT APPLICABLE,1,1,2021-10-10,34.42850833,-77.63793611
371200,North Carolina,PERSON ,NOT APPLICABLE,0,1,2021-10-11,36.25469444,-78.94394167
371201,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-10-15,35.53823056,-77.1516
371202,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-10-24,35.60776111,-77.65006944
371203,North Carolina,PITT ,GREENVILLE,1,1,2021-10-29,35.60345833,-77.33276667
371204,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-10-13,35.89893056,-79.66340278
371205,North Carolina,RANDOLPH ,NOT APPLICABLE,1,1,2021-10-16,35.89470833,-79.80924444
371206,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-10-16,35.89646111,-79.71739722
371207,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-10-17,35.67333056,-79.865925
371208,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-10-31,35.62968889,-79.80436111
371209,North Carolina,RICHMOND ,NOT APPLICABLE,1,1,2021-10-12,34.92008056,-79.76573333
371210,North Carolina,ROBESON ,NOT APPLICABLE,1,1,2021-10-03,34.77377222,-79.32960833
371211,North Carolina,ROBESON ,NOT APPLICABLE,0,2,2021-10-19,34.75923333,-79.02029722
