ST_CASE,STATENAME,COUNTYNAME,CITYNAME,PEDS,FATALS,Date,LATITUDE,LONGITUD
370380,North Carolina,JONES ,NOT APPLICABLE,0,1,2021-04-16,35.22227222,-77.48292222
370381,North Carolina,LEE ,SANFORD,0,3,2021-04-17,35.46486389,-79.11770833
370382,North Carolina,LENOIR ,KINSTON,1,1,2021-04-06,35.25881111,-77.58049722
370383,North Carolina,LENOIR ,KINSTON,1,1,2021-04-28,35.25968056,-77.57260556
370384,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-04-24,35.30840278,-77.82193611
370385,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-04-25,35.26695556,-77.73208333
370386,North Carolina,LINCOLN ,NOT APPLICABLE,0,1,2021-04-12,35.53628333,-81.50936111
370387,North Carolina,LINCOLN ,NOT APPLICABLE,0,1,2021-04-10,35.44338056,-81.26934722
370388,North Carolina,LINCOLN ,NOT APPLICABLE,0,1,2021-04-11,35.51259722,-81.34008333
370389,North Carolina,MCDOWELL ,NOT APPLICABLE,0,1,2021-04-17,35.61706667,-82.25008611
370390,North Carolina,MECKLENBURG ,MATTHEWS,1,1,2021-04-11,35.13127778,-80.71027222
370391,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-04-11,35.22715556,-80.8432
370392,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-04-14,35.31756667,-80.9563
370393,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-04-18,35.25941667,-80.84078333
370394,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-04-14,35.55994444,-78.21845
370395,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-04-21,35.21180556,-80.76138611
370396,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-04-22,35.28216667,-80.91033611
370397,North Carolina,MECKLENBURG ,CHARLOTTE,3,1,2021-04-24,35.24236389,-80.77974722
370398,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-04-27,35.14600833,-80.89589722
370399,North Carolina,MITCHELL ,NOT APPLICABLE,0,1,2021-04-18,35.95420278,-82.18428056
370400,North Carolina,MOORE ,ABERDEEN,0,2,2021-04-04,35.14785833,-79.46950833
370401,North Carolina,MOORE ,NOT APPLICABLE,1,1,2021-04-12,35.08600833,-79.47033889
370402,North Carolina,NASH ,ROCKY MOUNT,1,1,2021-04-11,35.9795,-77.78931667
370403,North Carolina,NASH ,NOT APPLICABLE,0,1,2021-04-15,35.87575556,-77.95145
370404,North Carolina,NEW HANOVER ,WILMINGTON,0,1,2021-04-29,34.25492222,-77.8761
370405,North Carolina,NEW HANOVER ,WILMINGTON,0,1,2021-04-20,34.23663333,-77.93434722
370406,North Carolina,NORTHAMPTON ,NOT APPLICABLE,0,1,2021-04-10,36.300275,-77.30595
370407,North Carolina,ONSLOW ,NOT APPLICABLE,0,2,2021-04-09,34.73633889,-77.51726111
370408,North Carolina,ONSLOW ,JACKSONVILLE,0,1,2021-04-15,34.75647222,-77.39464444
370409,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-04-27,36.08229722,-79.19679722
370410,North Carolina,PAMLICO ,NOT APPLICABLE,0,1,2021-04-28,35.13753056,-76.74797778
370411,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-04-06,34.44617778,-78.03887222
370412,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-04-06,34.62108333,-77.79816944
370413,North Carolina,PERQUIMANS ,NOT APPLICABLE,0,2,2021-04-11,36.10430278,-76.52745556
370414,North Carolina,PERSON ,NOT APPLICABLE,0,1,2021-04-08,36.25791667,-78.82879722
370415,North Carolina,PERSON ,NOT APPLICABLE,0,1,2021-04-29,36.27404444,-78.94709722
370416,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-04-11,35.78699167,-77.45036389
370417,North Carolina,RANDOLPH ,FRANKLINVILLE,0,1,2021-04-05,35.72572222,-79.68264444
370418,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-04-13,35.74144444,-80.05463056
370419,North Carolina,RANDOLPH ,ASHEBORO,0,1,2021-04-12,35.73747222,-80.04957222
370420,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-04-23,35.90249722,-79.648
370421,North Carolina,RICHMOND ,HAMLET,0,1,2021-04-21,34.89617222,-79.69215833
370423,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-04-01,34.64952778,-78.88569444
370424,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-04-05,34.69568889,-79.17225833
370425,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-04-08,34.59710556,-79.06596389
370426,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-04-12,34.78507222,-79.09158056
370427,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-04-27,34.75729444,-78.99703611
370428,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-04-19,36.29458611,-79.94023333
370429,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-04-30,36.32828333,-79.94663611
370430,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-04-09,35.565575,-80.57341111
370431,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-04-25,35.60384167,-80.52683889
370432,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-04-30,35.723475,-80.61399167
370433,North Carolina,RUTHERFORD ,NOT APPLICABLE,1,1,2021-04-30,35.27540278,-81.95074444
370434,North Carolina,SAMPSON ,CLINTON,0,1,2021-04-03,35.01676111,-78.32586111
370435,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-04-10,34.99496667,-78.44491667
370436,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-04-03,34.70329722,-79.46526944
370437,North Carolina,SCOTLAND ,NOT APPLICABLE,1,1,2021-04-12,34.74651111,-79.37533056
370438,North Carolina,STANLY ,NOT APPLICABLE,0,1,2021-04-22,35.40440278,-80.17048889
370439,North Carolina,STOKES ,NOT APPLICABLE,0,1,2021-04-02,36.30524444,-80.238725
370440,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-04-04,36.27778889,-80.48149444
370441,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-04-19,36.32761389,-80.72406667
370442,North Carolina,SWAIN ,NOT APPLICABLE,1,1,2021-04-13,35.39561667,-83.47478889
370443,North Carolina,TYRRELL ,NOT APPLICABLE,0,1,2021-04-25,35.92026389,-76.12831111
370444,North Carolina,UNION ,MONROE,0,1,2021-04-06,35.004825,-80.55681944
370445,North Carolina,UNION ,NOT APPLICABLE,0,1,2021-04-14,34.86575833,-80.694475
370446,North Carolina,VANCE ,NOT APPLICABLE,0,2,2021-04-10,36.31622778,-78.31236389
370447,North Carolina,VANCE ,NOT APPLICABLE,0,2,2021-04-14,36.41823889,-78.42708333
370448,North Carolina,VANCE ,HENDERSON,1,1,2021-04-02,36.33715833,-78.40828333
370449,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-04-10,35.82330556,-78.46540556
370450,North Carolina,WAKE ,NOT APPLICABLE,0,2,2021-04-07,35.984125,-78.65093889
370451,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-04-15,35.64081667,-78.71213333
370452,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-04-16,77.7777,777.7777
370453,North Carolina,WAKE ,RALEIGH,0,1,2021-04-11,35.77971667,-78.60462778
370454,North Carolina,WAKE ,CARY,0,2,2021-04-27,35.77698889,-78.80477222
370455,North Carolina,WARREN ,NOT APPLICABLE,0,1,2021-04-02,36.332875,-78.02523889
370456,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-04-10,35.22991944,-77.96309444
370457,North Carolina,WAYNE ,GOLDSBORO,0,1,2021-04-18,35.38739444,-77.90586111
370458,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-04-16,35.50715278,-77.95011667
370459,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-04-21,35.296675,-78.09078889
370460,North Carolina,NEW HANOVER ,NOT APPLICABLE,1,1,2021-05-21,34.15400278,-77.90725833
370461,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-04-25,36.34646389,-80.97216389
370462,North Carolina,WILKES ,NOT APPLICABLE,0,1,2021-04-28,36.05380556,-81.23961944
370463,North Carolina,WILSON ,WILSON,1,1,2021-04-15,35.7663,-77.94869722
370464,North Carolina,YADKIN ,NOT APPLICABLE,0,1,2021-04-17,36.18971111,-80.50389722
370465,North Carolina,YADKIN ,NOT APPLICABLE,0,1,2021-04-25,36.21541944,-80.48811111
370466,North Carolina,ALAMANCE ,BURLINGTON,0,1,2021-05-14,36.07618611,-79.41607222
370467,North Carolina,ALAMANCE ,NOT APPLICABLE,0,1,2021-05-24,35.93959722,-79.33945833
370468,North Carolina,ALAMANCE ,NOT APPLICABLE,0,1,2021-05-28,36.22238889,-79.32271111
370469,North Carolina,BEAUFORT ,NOT APPLICABLE,0,1,2021-05-20,35.46915556,-77.06788056
370470,North Carolina,BERTIE ,NOT APPLICABLE,0,2,2021-05-13,36.01720833,-76.778625
370471,North Carolina,BERTIE ,NOT APPLICABLE,0,1,2021-05-16,36.19868611,-77.12270556
370472,North Carolina,BRUNSWICK ,NOT APPLICABLE,0,1,2021-05-22,33.91093611,-78.39413056
370473,North Carolina,BUNCOMBE ,ASHEVILLE,0,1,2021-05-24,35.56683333,-82.57286667
370474,North Carolina,NEW HANOVER ,WILMINGTON,1,1,2021-05-17,34.25370556,-77.89294444
370475,North Carolina,NEW HANOVER ,WILMINGTON,1,1,2021-05-28,34.22542778,-77.93008056
370476,North Carolina,ONSLOW ,NOT APPLICABLE,1,1,2021-05-19,34.72264167,-77.30728889
370477,North Carolina,BURKE ,NOT APPLICABLE,1,1,2021-05-21,35.82996667,-81.63813889
370478,North Carolina,BURKE ,NOT APPLICABLE,1,1,2021-05-28,35.70271389,-81.71175
370479,North Carolina,CABARRUS ,CONCORD,1,1,2021-05-09,35.39090278,-80.54940833
370480,North Carolina,CABARRUS ,CONCORD,0,1,2021-05-16,35.40655278,-80.69398889
370481,North Carolina,CABARRUS ,NOT APPLICABLE,0,1,2021-05-29,35.38262778,-80.38198611
370482,North Carolina,CARTERET ,NOT APPLICABLE,0,1,2021-05-28,34.73120278,-76.83346111
370483,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-05-22,35.60015,-81.19368056
370484,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-05-24,35.74315,-81.18758333
370485,North Carolina,CATAWBA ,HICKORY,1,1,2021-05-24,35.71600556,-81.3559
370486,North Carolina,CATAWBA ,HICKORY,0,1,2021-05-26,35.75171667,-81.28686667
370487,North Carolina,CLEVELAND ,NOT APPLICABLE,0,1,2021-05-04,77.7777,777.7777
370488,North Carolina,COLUMBUS ,TABOR CITY,0,1,2021-05-09,34.16291667,-78.85190278
370489,North Carolina,COLUMBUS ,WHITEVILLE,1,1,2021-05-08,34.33134722,-78.708025
370490,North Carolina,COLUMBUS ,NOT APPLICABLE,0,1,2021-05-29,34.42945278,-78.74616944
370491,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-05-02,35.07923056,-78.79685833
370492,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-05-09,34.93173611,-78.97076111
370493,North Carolina,CURRITUCK ,NOT APPLICABLE,0,1,2021-05-15,36.08036111,-75.79011667
370494,North Carolina,DAVIDSON ,NOT APPLICABLE,1,1,2021-05-24,35.75312222,-80.10363056
370495,North Carolina,DUPLIN ,NOT APPLICABLE,0,2,2021-05-20,34.93009167,-78.02063889
370496,North Carolina,DUPLIN ,NOT APPLICABLE,0,1,2021-05-11,35.07476389,-77.84529444
370498,North Carolina,FORSYTH ,LEWISVILLE,0,1,2021-05-01,36.08118333,-80.40274167
370499,North Carolina,EDGECOMBE ,NOT APPLICABLE,0,1,2021-05-10,35.73761389,-77.66924167
370500,North Carolina,FORSYTH ,WINSTON SALEM,1,1,2021-05-22,36.06446944,-80.27703333
370502,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-05-06,36.05317778,-78.34120556
370503,North Carolina,GASTON ,NOT APPLICABLE,0,1,2021-05-19,35.40951389,-81.34448889
370504,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-05-21,36.15463611,-80.21184722
370505,North Carolina,GREENE ,NOT APPLICABLE,0,1,2021-05-16,35.42560833,-77.71619444
370506,North Carolina,GREENE ,NOT APPLICABLE,0,1,2021-05-22,35.55389167,-77.60413056
370507,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-05-07,36.08721944,-79.76088889
370508,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-05-24,36.01526667,-79.80227778
370509,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-05-24,35.93455,-79.68353889
370510,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-05-26,36.05129722,-79.86176389
370511,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-05-26,35.913325,-79.69271389
370512,North Carolina,GUILFORD ,HIGH POINT,0,1,2021-05-02,36.00768056,-80.01011389
370513,North Carolina,HALIFAX ,NOT APPLICABLE,0,1,2021-05-23,36.12488333,-77.408525
370514,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-05-01,35.35703889,-79.02650278
370515,North Carolina,HARNETT ,NOT APPLICABLE,1,1,2021-05-12,35.31926111,-78.57239167
370516,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-05-14,35.41955,-79.03386667
370517,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-05-23,35.42800278,-78.97391111
370518,North Carolina,HARNETT ,DUNN,2,1,2021-05-27,35.30065,-78.60012778
370519,North Carolina,HAYWOOD ,NOT APPLICABLE,1,1,2021-05-15,35.55131111,-82.81718333
370520,North Carolina,HENDERSON ,NOT APPLICABLE,0,2,2021-05-22,35.36235833,-82.41154444
370521,North Carolina,HENDERSON ,HENDERSONVILLE,0,1,2021-05-26,35.30573889,-82.4471
370522,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-05-03,35.02697778,-79.20158056
370523,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-05-06,34.87143333,-79.14775278
370524,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-05-08,35.56756111,-78.190675
370525,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-05-12,35.50051944,-78.60678611
370526,North Carolina,JONES ,NOT APPLICABLE,0,1,2021-05-05,34.9743,-77.23805
370527,North Carolina,LEE ,NOT APPLICABLE,0,1,2021-05-27,35.46503333,-79.07874444
370528,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-05-08,35.20446111,-77.65979444
370529,North Carolina,LINCOLN ,NOT APPLICABLE,0,1,2021-05-08,35.53676667,-81.26559167
370530,North Carolina,MACON ,NOT APPLICABLE,0,2,2021-05-24,35.23376944,-83.38218611
370531,North Carolina,MCDOWELL ,NOT APPLICABLE,0,1,2021-05-01,35.64583333,-81.98523889
370532,North Carolina,MCDOWELL ,NOT APPLICABLE,0,1,2021-05-24,35.69210556,-82.06192778
370533,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-05-01,35.25145,-80.96839444
370534,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-05-01,35.24914167,-80.97294722
370535,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-03-05,35.21005556,-80.72606111
370536,North Carolina,MECKLENBURG ,CHARLOTTE,0,2,2021-05-22,35.21213333,-80.89480556
370537,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-05-22,35.27279444,-80.84565
370538,North Carolina,MECKLENBURG ,PINEVILLE,0,1,2021-05-09,35.08926944,-80.87251111
370539,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-05-29,35.13413611,-79.49899167
370540,North Carolina,NASH ,NOT APPLICABLE,0,1,2021-05-31,35.89552778,-77.98572222
370541,North Carolina,NEW HANOVER ,NOT APPLICABLE,0,1,2021-05-21,34.27188889,-77.9579
370542,North Carolina,NEW HANOVER ,NOT APPLICABLE,0,1,2021-05-24,34.29019167,-77.90276944
370543,North Carolina,PASQUOTANK ,NOT APPLICABLE,1,1,2021-05-01,36.36948611,-76.28924167
370544,North Carolina,PASQUOTANK ,NOT APPLICABLE,0,1,2021-05-20,36.39060556,-76.42362778
370545,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-05-08,34.30490278,-77.74097222
370546,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-05-14,35.78331944,-80.03751944
370547,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-05-16,35.77472778,-79.61521667
370548,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-05-07,35.71627222,-79.92711111
370549,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-05-21,35.68760556,-79.70155
370550,North Carolina,RANDOLPH ,ASHEBORO,1,1,2021-05-28,35.65028056,-79.83309444
370551,North Carolina,RICHMOND ,NOT APPLICABLE,0,1,2021-05-03,35.07335,-79.74206667
370552,North Carolina,ROBESON ,LUMBER BRIDGE,0,1,2021-05-01,34.89007222,-79.07058611
370553,North Carolina,RICHMOND ,NOT APPLICABLE,0,2,2021-05-23,34.83051111,-79.70329722
370554,North Carolina,ROBESON ,NOT APPLICABLE,1,1,2021-05-03,34.81106944,-79.13882222
370555,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-05-06,34.647275,-79.17484722
370556,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-05-15,34.52330833,-79.10274444
370557,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-05-20,34.57114167,-79.21643611
370558,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-05-28,34.58361667,-78.95350833
370559,North Carolina,ROBESON ,LUMBERTON,0,1,2021-05-02,34.61756944,-78.99555
370560,North Carolina,ROBESON ,LUMBERTON,0,1,2021-05-16,34.63460556,-78.99516389
370561,North Carolina,ROCKINGHAM ,REIDSVILLE,1,1,2021-05-09,36.347575,-79.65483333
370562,North Carolina,ROWAN ,SALISBURY,1,1,2021-05-18,35.64728056,-80.47341389
370563,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-05-31,35.63249444,-80.49184167
370564,North Carolina,RUTHERFORD ,NOT APPLICABLE,0,1,2021-05-05,35.41028333,-81.97065278
370565,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-05-01,35.011575,-78.60823056
370566,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-05-11,35.24318889,-78.55078333
370567,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-05-22,34.77146944,-78.20811944
370568,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-05-29,34.98699722,-78.40541389
370569,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-05-15,34.68683333,-79.43543056
370570,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-05-25,34.89612778,-79.35858333
370571,North Carolina,STANLY ,ALBEMARLE,0,1,2021-05-28,35.34351944,-80.17626944
370572,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-05-01,36.52028333,-80.88598333
370573,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-05-20,36.30380833,-80.807775
370574,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-05-26,36.46019444,-80.76644167
370575,North Carolina,UNION ,NOT APPLICABLE,0,1,2021-05-10,34.85273333,-80.77578056
370576,North Carolina,UNION ,NOT APPLICABLE,0,1,2021-05-10,35.00723611,-80.50958611
370577,North Carolina,UNION ,NOT APPLICABLE,0,1,2021-05-22,34.95233611,-80.35991944
370578,North Carolina,VANCE ,NOT APPLICABLE,0,1,2021-05-23,36.38701111,-78.41466111
370579,North Carolina,VANCE ,HENDERSON,0,2,2021-05-25,36.33542222,-78.40474167
370580,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-05-03,35.83195833,-78.44975833
370581,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-05-07,35.76232778,-78.45529722
370582,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-05-13,35.76055,-78.45258889
370583,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-05-16,35.65959722,-78.54433889
370584,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-05-24,36.06246944,-78.68119722
370585,North Carolina,WAKE ,RALEIGH,0,1,2021-05-25,35.8459,-78.68893333
370586,North Carolina,WAKE ,FUQUAY-VARINA,0,1,2021-05-01,35.62468333,-78.72349722
370587,North Carolina,WAKE ,RALEIGH,0,2,2021-05-02,35.8567,-78.67663611
370588,North Carolina,WAKE ,RALEIGH,0,1,2021-05-31,35.75805278,-78.69951667
370589,North Carolina,WATAUGA ,NOT APPLICABLE,0,1,2021-05-30,36.29069167,-81.77109167
370590,North Carolina,WATAUGA ,BOONE,0,1,2021-05-08,36.21005833,-81.67438611
370591,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-05-07,35.38216389,-77.86433056
370592,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-05-14,35.19703611,-78.13217222
370593,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-05-25,35.36978611,-77.93226389
370594,North Carolina,WILSON ,NOT APPLICABLE,0,1,2021-05-10,35.68645,-78.00016111
370595,North Carolina,YADKIN ,NOT APPLICABLE,0,1,2021-05-14,36.22226389,-80.59172778
370596,North Carolina,YADKIN ,NOT APPLICABLE,0,2,2021-05-19,36.08939444,-80.81392778
370597,North Carolina,YADKIN ,NOT APPLICABLE,0,1,2021-05-19,36.09215833,-80.81249167
370598,North Carolina,ALAMANCE ,BURLINGTON,1,1,2021-06-12,36.08153889,-79.47364722
370599,North Carolina,ALAMANCE ,NOT APPLICABLE,0,1,2021-06-28,35.95711944,-79.36786667
370600,North Carolina,ANSON ,NOT APPLICABLE,0,1,2021-06-11,35.01530278,-80.08855278
370601,North Carolina,BEAUFORT ,NOT APPLICABLE,0,1,2021-06-04,35.43517222,-76.72974722
370602,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-06-03,34.79516667,-78.82587222
370603,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-06-11,34.57590278,-78.59252778
370604,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-06-15,34.68758611,-78.41575
370605,North Carolina,BRUNSWICK ,NOT APPLICABLE,0,1,2021-06-07,34.15218056,-77.98566111
370606,North Carolina,BRUNSWICK ,Other,0,1,2021-06-27,33.90881389,-78.07684722
370607,North Carolina,BUNCOMBE ,ASHEVILLE,0,1,2021-06-08,35.55679722,-82.60449444
370608,North Carolina,CABARRUS ,CONCORD,0,1,2021-06-05,35.40499722,-80.69580556
370609,North Carolina,CABARRUS ,KANNAPOLIS,0,1,2021-06-17,35.48476944,-80.62775833
370610,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-06-26,34.5379,-78.69654444
370611,North Carolina,CALDWELL ,NOT APPLICABLE,0,1,2021-06-22,35.81934167,-81.38328889
370612,North Carolina,CALDWELL ,NOT APPLICABLE,0,1,2021-06-28,35.79876667,-81.47884722
370613,North Carolina,CARTERET ,NOT APPLICABLE,1,1,2021-06-05,34.72595,-76.93253056
370614,North Carolina,CARTERET ,NOT APPLICABLE,1,1,2021-06-12,34.81479167,-76.87932222
370615,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-06-11,35.67330556,-81.38511111
370616,North Carolina,CATAWBA ,NOT APPLICABLE,0,2,2021-06-23,35.61646944,-81.12883889
370617,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-06-27,35.73905833,-81.08709167
370618,North Carolina,CHATHAM ,NOT APPLICABLE,0,1,2021-06-29,35.62859167,-79.47275278
370619,North Carolina,CLEVELAND ,MOORESBORO,1,1,2021-06-03,35.30033333,-81.68739167
370620,North Carolina,CLEVELAND ,NOT APPLICABLE,0,1,2021-06-06,35.22287222,-81.57790556
370621,North Carolina,COLUMBUS ,NOT APPLICABLE,1,1,2021-06-04,34.36860833,-78.71418611
370622,North Carolina,COLUMBUS ,DELCO,0,1,2021-06-15,34.31275278,-78.21488889
370623,North Carolina,COLUMBUS ,NOT APPLICABLE,0,1,2021-06-30,34.31715,-78.28409444
370624,North Carolina,CRAVEN ,NOT APPLICABLE,3,1,2021-06-01,35.035475,-77.00544444
370625,North Carolina,CRAVEN ,NOT APPLICABLE,0,1,2021-06-04,35.22677222,-77.11921111
370626,North Carolina,DUPLIN ,NOT APPLICABLE,0,1,2021-06-19,34.76958889,-78.00259722
370627,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-06-10,35.033425,-78.87907778
370628,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-06-12,35.05796389,-78.99879167
370629,North Carolina,CUMBERLAND ,NOT APPLICABLE,1,1,2021-06-21,34.93504167,-78.84864722
370630,North Carolina,CURRITUCK ,NOT APPLICABLE,1,1,2021-06-21,36.40839167,-76.09298333
370631,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-06-18,35.66332222,-80.10026111
370632,North Carolina,CRAVEN ,NOT APPLICABLE,0,1,2021-06-10,35.06249167,-77.07853889
370633,North Carolina,EDGECOMBE ,ROCKY MOUNT,0,1,2021-06-13,35.94595278,-77.76485833
370634,North Carolina,FORSYTH ,NOT APPLICABLE,0,1,2021-06-10,36.12905556,-80.44028333
370635,North Carolina,FORSYTH ,WINSTON SALEM,0,2,2021-06-12,36.02979722,-80.266975
370636,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-06-04,35.93696389,-78.34019444
370637,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-06-06,36.00731389,-78.197475
370638,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-06-21,36.03444167,-78.50264722
370639,North Carolina,GASTON ,GASTONIA,0,1,2021-06-19,35.28272778,-81.18523889
370640,North Carolina,GASTON ,NOT APPLICABLE,0,1,2021-06-26,35.24997222,-81.297225
370641,North Carolina,GATES ,NOT APPLICABLE,0,1,2021-06-04,36.54481111,-76.57643333
370642,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-06-19,36.52374167,-78.68130556
370643,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-06-01,36.06377222,-79.80319722
370644,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-06-10,35.95748889,-79.60375
370645,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-06-14,36.15406389,-80.02606389
370646,North Carolina,GUILFORD ,GREENSBORO,0,2,2021-06-22,36.05856389,-79.69786389
370647,North Carolina,GUILFORD ,OAK RIDGE,0,2,2021-06-25,36.16183611,-80.00418056
370648,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-06-25,35.91326389,-79.6963
370649,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-06-17,36.05781111,-79.93866111
370650,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-06-30,36.08723056,-79.76085833
370651,North Carolina,GUILFORD ,HIGH POINT,0,1,2021-06-07,35.95166111,-79.98813889
370652,North Carolina,GUILFORD ,HIGH POINT,0,1,2021-06-24,35.95325833,-80.00906944
370653,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-06-24,36.04792778,-79.92094444
370654,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-06-06,35.43918611,-78.70049444
370655,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-06-11,35.39099722,-78.64604167
370656,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-06-12,35.36749444,-78.82576667
370657,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-06-21,35.29088333,-79.11318611
